sample_id,source_video_id,window_id,noise_level,mean_bubble_count,max_bubble_count,std_bubble_count,continuity_ratio,mean_vertical_chain,temporal_variance,prev3_mean_bubble_count,prev3_std_bubble_count,prev3_continuity_ratio,prev3_mean_vertical_chain,leak_evolution,label
L_G14_PSI05_V001_W0014,L_G14_PSI05_V001,14,20,12.2,16.0,5.05824,1.0,4.3,25.58579,11.766667,3.567856,1.0,6.1,0.433333,1
L_G14_PSI05_V001_W0015,L_G14_PSI05_V001,15,20,15.3,22.0,4.457661,1.0,4.4,19.870745,12.166667,3.927213,1.0,5.833333,3.133333,1
L_G14_PSI05_V001_W0016,L_G14_PSI05_V001,16,20,15.3,29.0,7.465534,1.0,4.6,55.734201,13.0,4.151866,1.0,5.3,2.3,1
L_G14_PSI05_V001_W0017,L_G14_PSI05_V001,17,20,14.8,20.0,2.722785,1.0,4.8,7.413559,14.266667,5.660478,1.0,4.433333,0.533333,1
L_G14_PSI05_V001_W0018,L_G14_PSI05_V001,18,20,11.7,17.0,3.063446,1.0,4.7,9.384703,15.133333,4.881994,1.0,4.6,-3.433333,1
L_G14_PSI05_V001_W0019,L_G14_PSI05_V001,19,20,11.8,15.0,4.807942,1.0,5.3,23.11631,13.933333,4.417255,1.0,4.7,-2.133333,1
L_G14_PSI05_V001_W0020,L_G14_PSI05_V001,20,20,15.5,22.0,3.722191,1.0,4.3,13.854709,12.766667,3.531391,1.0,4.933333,2.733333,1
L_G14_PSI05_V001_W0021,L_G14_PSI05_V001,21,20,11.2,23.0,6.597642,1.0,6.7,43.528875,13.0,3.864527,1.0,4.766667,-1.8,1
L_G14_PSI05_V001_W0022,L_G14_PSI05_V001,22,20,10.3,18.0,4.635782,1.0,5.1,21.490479,12.833333,5.042592,1.0,5.433333,-2.533333,1
L_G14_PSI05_V001_W0023,L_G14_PSI05_V001,23,20,15.1,20.0,3.59932,1.0,5.0,12.955104,12.333333,4.985205,1.0,5.366667,2.766667,1
L_G14_PSI05_V001_W0024,L_G14_PSI05_V001,24,20,10.4,19.0,4.306409,1.0,5.8,18.545163,12.2,4.944248,1.0,5.6,-1.8,1
L_G14_PSI05_V001_W0025,L_G14_PSI05_V001,25,20,16.7,19.0,2.210444,1.0,5.0,4.886062,11.933333,4.180504,1.0,5.3,4.766667,1
L_G14_PSI05_V001_W0026,L_G14_PSI05_V001,26,20,14.6,16.0,2.858192,1.0,5.9,8.169262,14.066667,3.372058,1.0,5.266667,0.533333,1
L_G14_PSI05_V001_W0027,L_G14_PSI05_V001,27,20,9.8,13.0,3.118791,0.8,3.5,9.726858,13.9,3.125015,1.0,5.566667,-4.1,1
L_G14_PSI05_V001_W0028,L_G14_PSI05_V001,28,20,0.4,8.0,2.714496,0.6,0.0,7.368487,13.7,2.729142,0.933333,4.8,-13.3,1
L_G14_PSI05_V001_W0029,L_G14_PSI05_V001,29,20,1.1,4.0,1.499986,0.4,1.8,2.249957,8.266667,2.89716,0.8,3.133333,-7.166667,0
L_G16_PSI14_V001_W0000,L_G16_PSI14_V001,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
L_G16_PSI14_V001_W0002,L_G16_PSI14_V001,2,20,0.7,3.0,1.159502,0.3,1.4,1.344444,0.0,0.0,0.0,0.0,0.7,0
L_G16_PSI14_V001_W0003,L_G16_PSI14_V001,3,20,10.2,22.0,5.731007,1.0,4.8,32.844444,0.35,0.579751,0.15,1.2,9.85,1
L_G16_PSI14_V001_W0004,L_G16_PSI14_V001,4,20,15.9,21.0,2.960856,1.0,5.1,8.766667,3.633333,2.296836,0.433333,2.4,12.266667,1
L_G16_PSI14_V001_W0005,L_G16_PSI14_V001,5,20,17.0,23.0,4.136558,1.0,4.7,17.111111,8.933333,3.283788,0.766667,3.766667,8.066667,1
L_G16_PSI14_V001_W0006,L_G16_PSI14_V001,6,20,19.9,26.0,3.928528,1.0,4.0,15.433333,14.366667,4.27614,1.0,4.866667,5.533333,1
L_G16_PSI14_V001_W0007,L_G16_PSI14_V001,7,20,18.2,27.0,4.779586,1.0,5.7,22.844444,17.6,3.675314,1.0,4.6,0.6,1
L_G16_PSI14_V001_W0008,L_G16_PSI14_V001,8,20,14.0,21.0,5.011099,1.0,4.2,25.111111,18.366667,4.281557,1.0,4.8,-4.366667,1
L_G16_PSI14_V001_W0009,L_G16_PSI14_V001,9,20,13.9,20.0,3.28126,1.0,6.1,10.766667,17.366667,4.573071,1.0,4.633333,-3.466667,1
L_G16_PSI14_V001_W0010,L_G16_PSI14_V001,10,20,16.7,29.0,6.447222,1.0,6.3,41.566667,15.366667,4.357315,1.0,5.333333,1.333333,1
L_G16_PSI14_V001_W0011,L_G16_PSI14_V001,11,20,18.9,23.0,2.643651,1.0,4.6,6.988889,14.866667,4.913193,1.0,5.533333,4.033333,1
L_G16_PSI14_V001_W0012,L_G16_PSI14_V001,12,20,23.4,29.0,4.168666,1.0,4.5,17.377778,16.5,4.124044,1.0,5.666667,6.9,1
L_G16_PSI14_V001_W0013,L_G16_PSI14_V001,13,20,18.4,28.0,6.345602,1.0,4.6,40.266667,19.666667,4.419846,1.0,5.133333,-1.266667,1
L_G16_PSI14_V001_W0014,L_G16_PSI14_V001,14,20,18.8,28.0,6.629899,1.0,4.6,43.955556,20.233333,4.385973,1.0,4.566667,-1.433333,1
L_G16_PSI14_V001_W0015,L_G16_PSI14_V001,15,20,14.9,20.0,3.381321,1.0,4.7,11.433333,20.2,5.714722,1.0,4.566667,-5.3,1
L_G16_PSI14_V001_W0016,L_G16_PSI14_V001,16,20,13.9,21.0,4.254409,1.0,4.4,18.1,17.366667,5.452274,1.0,4.633333,-3.466667,1
L_G16_PSI14_V001_W0017,L_G16_PSI14_V001,17,20,15.4,20.0,3.204164,1.0,3.7,10.266667,15.866667,4.75521,1.0,4.566667,-0.466667,1
L_G16_PSI14_V001_W0018,L_G16_PSI14_V001,18,20,15.7,24.0,4.715224,1.0,4.3,22.233333,14.733333,3.613298,1.0,4.266667,0.966667,1
L_G16_PSI14_V001_W0019,L_G16_PSI14_V001,19,20,16.6,24.0,4.575296,1.0,4.6,20.933333,15.0,4.057932,1.0,4.133333,1.6,1
L_G16_PSI14_V001_W0020,L_G16_PSI14_V001,20,20,11.2,18.0,4.049691,1.0,3.6,16.4,15.9,4.164895,1.0,4.2,-4.7,1
L_G16_PSI14_V001_W0021,L_G16_PSI14_V001,21,20,14.4,18.0,2.716207,1.0,6.7,7.377778,14.5,4.446737,1.0,4.166667,-0.1,1
L_G16_PSI14_V001_W0022,L_G16_PSI14_V001,22,20,14.2,20.0,4.184628,1.0,4.8,17.511111,14.066667,3.780398,1.0,4.966667,0.133333,1
L_G16_PSI14_V001_W0023,L_G16_PSI14_V001,23,20,22.9,29.0,3.784471,1.0,6.3,14.322222,13.266667,3.650175,1.0,5.033333,9.633333,1
L_G16_PSI14_V001_W0024,L_G16_PSI14_V001,24,20,19.4,30.0,6.239658,1.0,5.3,38.933333,17.166667,3.561769,1.0,5.933333,2.233333,1
L_G16_PSI14_V001_W0025,L_G16_PSI14_V001,25,20,9.4,18.0,5.295701,0.9,3.5,28.044444,18.833333,4.736252,1.0,5.466667,-9.433333,1
L_G16_PSI14_V001_W0026,L_G16_PSI14_V001,26,20,3.9,10.0,3.247221,0.8,2.0,10.544444,17.233333,5.10661,0.966667,5.033333,-13.333333,1
L_G16_PSI14_V001_W0027,L_G16_PSI14_V001,27,20,0.9,5.0,1.66333,0.3,1.3,2.766667,10.9,4.927527,0.9,3.6,-10.0,0
L_G16_PSI14_V001_W0028,L_G16_PSI14_V001,28,20,0.3,3.0,0.948683,0.1,1.1,0.9,4.733333,3.402084,0.666667,2.266667,-4.433333,0
L_G16_PSI14_V001_W0030,L_G16_PSI14_V001,30,20,0.2,2.0,0.632456,0.1,1.0,0.4,1.7,1.953078,0.4,1.466667,-1.5,0
L_G16_PSI14_V001_W0032,L_G16_PSI14_V001,32,20,0.2,2.0,0.632456,0.1,1.1,0.4,0.466667,1.08149,0.166667,1.133333,-0.266667,0
L_G16_PSI14_V001_W0037,L_G16_PSI14_V001,37,20,0.2,2.0,0.632456,0.1,1.1,0.4,0.233333,0.737865,0.1,1.066667,-0.033333,0
L_G16_PSI22_V001_W0000,L_G16_PSI22_V001,0,20,0.3,3.0,0.948683,0.1,1.1,0.899999,0.0,0.0,0.0,0.0,0.3,0
L_G16_PSI22_V001_W0001,L_G16_PSI22_V001,1,20,0.3,3.0,0.948683,0.1,1.2,0.899999,0.3,0.948683,0.1,1.1,0.0,0
L_G16_PSI22_V001_W0002,L_G16_PSI22_V001,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.948683,0.1,1.15,-0.3,0
L_G16_PSI22_V001_W0003,L_G16_PSI22_V001,3,20,3.7,10.0,2.976527,0.8,2.6,8.859715,0.2,0.632455,0.066667,1.1,3.5,1
L_G16_PSI22_V001_W0004,L_G16_PSI22_V001,4,20,9.9,14.0,2.585986,1.0,4.0,6.687322,1.333333,1.308403,0.3,1.6,8.566667,1
L_G16_PSI22_V001_W0005,L_G16_PSI22_V001,5,20,11.8,17.0,5.511382,1.0,3.4,30.375329,4.533333,1.854171,0.6,2.533333,7.266667,1
L_G16_PSI22_V001_W0006,L_G16_PSI22_V001,6,20,20.8,31.0,4.592772,1.0,4.5,21.093552,8.466667,3.691298,0.933333,3.333333,12.333333,1
L_G16_PSI22_V001_W0007,L_G16_PSI22_V001,7,20,26.2,35.0,6.276363,1.0,5.7,39.39273,14.166667,4.230046,1.0,3.966667,12.033333,1
L_G16_PSI22_V001_W0008,L_G16_PSI22_V001,8,20,25.3,35.0,5.237162,1.0,5.4,27.427868,19.6,5.460172,1.0,4.533333,5.7,1
L_G16_PSI22_V001_W0009,L_G16_PSI22_V001,9,20,27.4,36.0,5.868502,1.0,4.8,34.439312,24.1,5.368766,1.0,5.2,3.3,1
L_G16_PSI22_V001_W0010,L_G16_PSI22_V001,10,20,19.9,27.0,4.544074,1.0,4.5,20.64861,26.3,5.794009,1.0,5.3,-6.4,1
L_G16_PSI22_V001_W0011,L_G16_PSI22_V001,11,20,19.2,24.0,4.051712,1.0,4.5,16.416371,24.2,5.216579,1.0,4.9,-5.0,1
L_G16_PSI22_V001_W0012,L_G16_PSI22_V001,12,20,28.5,36.0,3.633854,1.0,4.8,13.204896,22.166667,4.821429,1.0,4.6,6.333333,1
L_G16_PSI22_V001_W0013,L_G16_PSI22_V001,13,20,29.0,42.0,5.918106,1.0,4.2,35.023981,22.533333,4.076547,1.0,4.6,6.466667,1
L_G16_PSI22_V001_W0014,L_G16_PSI22_V001,14,20,23.7,28.0,3.73562,1.0,4.1,13.954858,25.566667,4.534557,1.0,4.5,-1.866667,1
L_G16_PSI22_V001_W0015,L_G16_PSI22_V001,15,20,26.5,36.0,6.439334,1.0,4.3,41.46502,27.066667,4.429193,1.0,4.366667,-0.566667,1
L_G16_PSI22_V001_W0016,L_G16_PSI22_V001,16,20,23.5,31.0,4.361323,1.0,5.1,19.021137,26.4,5.364353,1.0,4.2,-2.9,1
L_G16_PSI22_V001_W0017,L_G16_PSI22_V001,17,20,15.9,22.0,3.546087,1.0,4.0,12.574735,24.566667,4.845426,1.0,4.5,-8.666667,1
L_G16_PSI22_V001_W0018,L_G16_PSI22_V001,18,20,23.9,28.0,2.973782,1.0,10.6,8.843382,21.966667,4.782248,1.0,4.466667,1.933333,1
L_G16_PSI22_V001_W0019,L_G16_PSI22_V001,19,20,25.4,29.0,3.764958,1.0,9.5,14.174911,21.1,3.627064,1.0,6.566667,4.3,1
L_G16_PSI22_V001_W0020,L_G16_PSI22_V001,20,20,12.7,14.0,2.982461,1.0,7.6,8.895071,21.733333,3.428276,1.0,8.033333,-9.033333,1
L_G16_PSI22_V001_W0021,L_G16_PSI22_V001,21,20,3.7,11.0,4.068989,0.7,2.3,16.556669,20.666667,3.2404,1.0,9.233333,-16.966667,1
L_G16_PSI22_V001_W0022,L_G16_PSI22_V001,22,20,0.0,0.0,0.0,0.0,0.0,0.0,13.933333,3.605469,0.9,6.466667,-13.933333,0
L_G16_PSI22_V001_W0023,L_G16_PSI22_V001,23,20,0.9,3.0,1.197219,0.4,1.3,1.433333,5.466667,2.350483,0.566667,3.633333,-4.566667,0
L_G16_PSI22_V001_W0024,L_G16_PSI22_V001,24,20,0.2,2.0,0.632456,0.1,1.1,0.4,1.533333,1.755403,0.366667,1.533333,-1.333333,0
L_G16_PSI22_V001_W0025,L_G16_PSI22_V001,25,20,0.8,8.0,2.353821,0.1,1.4,5.540471,0.366667,0.609891,0.166667,1.133333,0.433333,0
L_G18_PSI26_V001_W0002,L_G18_PSI26_V001,2,20,0.4,2.0,0.755274,0.2,1.2,0.570438,0.0,0.0,0.0,0.0,0.4,0
L_G18_PSI26_V001_W0003,L_G18_PSI26_V001,3,20,0.9,4.0,1.025841,0.4,1.5,1.052349,0.4,0.755274,0.2,1.2,0.5,0
L_G18_PSI26_V001_W0004,L_G18_PSI26_V001,4,20,14.4,24.0,6.556981,1.0,3.9,42.993996,0.65,0.890557,0.3,1.35,13.75,1
L_G18_PSI26_V001_W0005,L_G18_PSI26_V001,5,20,25.9,35.0,6.531533,1.0,3.1,42.660926,5.233333,2.779365,0.533333,2.2,20.666667,1
L_G18_PSI26_V001_W0006,L_G18_PSI26_V001,6,20,34.0,42.0,4.986325,1.0,4.9,24.863435,13.733333,4.704785,0.8,2.833333,20.266667,1
L_G18_PSI26_V001_W0007,L_G18_PSI26_V001,7,20,31.9,38.0,4.412467,1.0,5.3,19.469868,24.766667,6.024946,1.0,3.966667,7.133333,1
L_G18_PSI26_V001_W0008,L_G18_PSI26_V001,8,20,20.7,33.0,5.493099,1.0,5.7,30.174132,30.6,5.310108,1.0,4.433333,-9.9,1
L_G18_PSI26_V001_W0009,L_G18_PSI26_V001,9,20,20.9,28.0,4.090834,1.0,3.9,16.734924,28.866667,4.963964,1.0,5.3,-7.966667,1
L_G18_PSI26_V001_W0010,L_G18_PSI26_V001,10,20,26.5,34.0,5.055993,1.0,3.9,25.563067,24.5,4.665467,1.0,4.966667,2.0,1
L_G18_PSI26_V001_W0011,L_G18_PSI26_V001,11,20,25.4,36.0,6.052598,1.0,4.4,36.633943,22.7,4.879975,1.0,4.5,2.7,1
L_G18_PSI26_V001_W0012,L_G18_PSI26_V001,12,20,21.1,29.0,6.31776,1.0,3.6,39.914092,24.266667,5.066475,1.0,4.066667,-3.166667,1
L_G18_PSI26_V001_W0013,L_G18_PSI26_V001,13,20,23.0,30.0,5.146574,1.0,3.1,26.487227,24.333333,5.808784,1.0,3.966667,-1.333333,1
L_G18_PSI26_V001_W0014,L_G18_PSI26_V001,14,20,25.6,37.0,6.027005,1.0,4.6,36.324787,23.166667,5.838977,1.0,3.7,2.433333,1
L_G18_PSI26_V001_W0015,L_G18_PSI26_V001,15,20,16.9,23.0,4.769153,1.0,3.9,22.744822,23.233333,5.830446,1.0,3.766667,-6.333333,1
L_G18_PSI26_V001_W0016,L_G18_PSI26_V001,16,20,23.8,35.0,5.002564,1.0,4.3,25.025648,21.833333,5.314244,1.0,3.866667,1.966667,1
L_G18_PSI26_V001_W0017,L_G18_PSI26_V001,17,20,25.7,32.0,5.143635,1.0,6.0,26.456983,22.1,5.266241,1.0,4.266667,3.6,1
L_G18_PSI26_V001_W0018,L_G18_PSI26_V001,18,20,26.0,32.0,3.129509,1.0,7.8,9.793825,22.133333,4.971784,1.0,4.733333,3.866667,1
L_G18_PSI26_V001_W0019,L_G18_PSI26_V001,19,20,22.4,25.0,2.398892,1.0,6.1,5.754682,25.166667,4.425236,1.0,6.033333,-2.766667,1
L_G18_PSI26_V001_W0020,L_G18_PSI26_V001,20,20,14.4,25.0,4.832972,1.0,3.9,23.357623,24.7,3.557345,1.0,6.633333,-10.3,1
L_G18_PSI26_V001_W0021,L_G18_PSI26_V001,21,20,2.9,7.0,2.94535,0.8,2.1,8.675087,20.933333,3.453791,1.0,5.933333,-18.033333,1
L_G18_PSI26_V001_W0022,L_G18_PSI26_V001,22,20,2.8,6.0,2.026601,0.8,1.7,4.107113,13.233333,3.392405,0.933333,4.033333,-10.433333,0
L_G18_PSI26_V001_W0023,L_G18_PSI26_V001,23,20,0.0,0.0,0.0,0.0,0.0,0.0,6.7,3.268308,0.866667,2.566667,-6.7,0
L_G18_PSI26_V001_W0024,L_G18_PSI26_V001,24,20,0.2,2.0,0.632456,0.1,1.1,0.4,1.9,1.657317,0.533333,1.6,-1.7,0
L_G18_PSI26_V001_W0025,L_G18_PSI26_V001,25,20,0.2,2.0,0.632456,0.1,1.1,0.4,1.0,0.886352,0.3,1.266667,-0.8,0
L_G20_PSI18_V001_W0003,L_G20_PSI18_V001,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
L_G20_PSI18_V001_W0004,L_G20_PSI18_V001,4,20,8.0,15.0,4.402966,1.0,3.5,19.386109,0.0,0.0,0.0,0.0,8.0,1
L_G20_PSI18_V001_W0005,L_G20_PSI18_V001,5,20,18.4,29.0,6.856991,1.0,5.1,47.018327,4.0,2.201483,0.5,2.25,14.4,1
L_G20_PSI18_V001_W0006,L_G20_PSI18_V001,6,20,26.2,33.0,3.343289,1.0,6.3,11.177583,8.8,3.753319,0.666667,3.2,17.4,1
L_G20_PSI18_V001_W0007,L_G20_PSI18_V001,7,20,25.1,34.0,4.772846,1.0,6.0,22.780055,17.533333,4.867749,1.0,4.966667,7.566667,1
L_G20_PSI18_V001_W0008,L_G20_PSI18_V001,8,20,27.5,36.0,5.787961,1.0,5.9,33.500491,23.233333,4.991042,1.0,5.8,4.266667,1
L_G20_PSI18_V001_W0009,L_G20_PSI18_V001,9,20,30.2,35.0,2.794489,1.0,5.5,7.809169,26.266667,4.634699,1.0,6.066667,3.933333,1
L_G20_PSI18_V001_W0010,L_G20_PSI18_V001,10,20,31.5,37.0,6.152475,1.0,5.6,37.852953,27.6,4.451765,1.0,5.8,3.9,1
L_G20_PSI18_V001_W0011,L_G20_PSI18_V001,11,20,25.2,28.0,2.498785,1.0,5.2,6.243926,29.733333,4.911642,1.0,5.666667,-4.533333,1
